rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10,rec_11,rec_12,rec_13,rec_14,rec_15
0.16783688029318924,-0.08698121250697062,0.3578368263790695,-0.24258817984386807,0.20477500331198065,-0.23578129145082266,0.32368924397980675,-0.18524327585349445,0.49449927749774963,-0.2086970208169491,0.12724414214058924,-0.043548458175019754,0.0038297913888682895,0.023573393840023413,-0.013230589997444277
0.31768157107958717,-0.25371538418502076,0.5851711129155979,-0.5762347670958604,0.33163988710275216,-0.5549761880787908,0.38172173317119623,-0.15564319341867064,0.05354312694468147,0.09740497589644102,-0.09983167477765043,0.05451103464080294,-0.008266521834293458,-0.011418239164031523,0.025193348590481952
0.44376435465895864,-0.44631323922298843,0.719073147995787,-0.7078123513505501,0.2756714527717496,-0.24835244225799716,-0.03142346335951115,0.22182792147360317,-0.40348512138549825,0.15400581422648577,-0.020115621144333923,-0.020579150521473247,0.011265870594580863,-0.019455416889691993,-0.03255006393197611
0.5170015226216593,-0.6204353679244375,0.6511823456191763,-0.5072517383444667,-0.03522222384678812,0.37013979982667555,-0.4741967886459711,0.23473869102006184,-0.040654561797748776,-0.16594382313455752,0.10211454948589595,-0.028644632198191626,-0.009894053575107028,0.04400619715718257,0.0314535212459346
0.5613352747683218,-0.7523166542189046,0.3998565003059384,-0.08647909078683066,-0.39013544755714846,0.5287166498202018,-0.28091965598264895,-0.24522955268217633,0.363460459207352,-0.09002285792515419,-0.06848118540171524,0.04779373319406788,0.0038812902681273228,-0.04946735584730615,-0.02187817419020659
0.5901120644517557,-0.8165627695457185,0.039682975243484485,0.36543222126788466,-0.4835508535551308,0.09561927100294453,0.3138381486349253,-0.3037516814030125,-0.060753358171610844,0.22903406764267822,-0.05429767719867972,-0.020073980433475584,0.002978076001806239,0.029860806058496465,0.006766626456918032
0.6092571427905689,-0.7971367423616581,-0.33281352835661,0.6348745964670737,-0.19461204269746285,-0.4154141845223681,0.44697719031998073,0.22756322310204827,-0.3289076682583113,-0.04665379526669,0.13126742299751537,-0.03429885309667252,-0.005127624996357212,0.004514239707701684,0.008857086026907358
0.6220175683875413,-0.6900744558224126,-0.6265328593774157,0.5880667105641182,0.2794878817217459,-0.45061272737268865,-0.08732448269488602,0.36969388697944267,0.1460061244167006,-0.19572989028510546,-0.07147989843445218,0.07324445984141069,-0.0010282222933380909,-0.037479931207241746,-0.019998886214761282
0.6298773080916477,-0.5041425744050203,-0.7756299538797647,0.244942718588872,0.5645007648141768,0.0002160024518345195,-0.4866233767775884,-0.1822414899778323,0.28189765182964144,0.167981020418485,-0.06780587599125137,-0.06095922928977012,0.01421814538349254,0.056129122913032625,0.02375786949312709
0.634217704501263,-0.259379371612971,-0.7492024830561379,-0.22160462867416908,0.4157540755801604,0.43590303277830544,-0.1401894699362959,-0.4220637661218746,-0.21695942723874356,0.08435514661739081,0.13865134052848704,-0.0007703376183492705,-0.028320374482635274,-0.05505436025204975,-0.019830695746849314
0.6368149077889842,0.01681897580123837,-0.5542227454643195,-0.5675001841431386,-0.06947362831652398,0.40063625383963086,0.4210649937868999,0.11986800606860379,-0.21994316870033667,-0.21947111917016757,-0.06065839189628853,0.068657556835889,0.0357812568462875,0.03640721423743924,0.009948923120260363
0.6404596538113791,0.2871983056604798,-0.2302310713213576,-0.6279690193695202,-0.512621941398464,-0.08298949325709605,0.33435242423665734,0.4449479351211601,0.2744275121841388,0.04775452945479336,-0.08621621051042294,-0.09327278611612026,-0.032194918029005974,-0.006411845529206407,0.0025299068466780456
0.6644028471706915,0.501589315412005,0.18263015110733638,-0.4220240005046679,-0.5318943541375463,-0.5526596255671407,-0.22924780245257403,-0.07363416108841248,0.18379779862970036,0.17459349734030394,0.15814241803203652,0.04743515712639478,0.02004489800486691,-0.021658756045069817,-0.014333465624204055
0.7072400939460943,0.6217280043783413,0.596993054751335,-0.06371188475524972,-0.1045988491307696,-0.4487883192088525,-0.426949905586627,-0.4388440584007931,-0.34924727241399023,-0.1310661920694242,-0.08642557327690424,0.04648187556730925,-0.008371892682507967,0.03687864675841185,0.023390980814463915
0.76483202450846,0.6229478632775601,0.9039982852185642,0.27346394888969017,0.40437116957398817,0.1658393985438998,0.005501525209475955,0.02218677457637502,-0.10177909639500332,-0.10569721593844505,-0.0557276595525307,-0.1251439728558861,0.007837314859665847,-0.03428131199896131,-0.02900233551370235
0.8475471943255138,0.5419215074793203,1.0211621814810055,0.49742408107749303,0.5584235927358805,0.710810636322726,0.36847504296313344,0.4611753136598954,0.3534488856034947,0.20998619579846267,0.12182452804238793,0.14036078451303524,-0.026042723239777646,0.011783693301941598,0.03433155367097172
0.8876550683403046,0.33677838297673207,0.820469954989408,0.5012147326632298,0.18143594584140535,0.48418186920663353,0.16703088836374702,0.004694322711972632,0.062105848175463184,-0.027649220053538967,-0.0383116185488389,-0.06828381372187158,0.06255284452588908,0.025707270939035787,-0.040904407484129796
0.8993600263167753,0.05644887167434158,0.3495131600549873,0.34219668518663415,-0.37393369918535396,-0.2912476264358037,-0.19735250278173253,-0.460919574608567,-0.33799931494902974,-0.17127795247357128,-0.09287694444264698,-0.04306677842062504,-0.10745035024217252,-0.05115951106754006,0.05358053603518921
